id_persona,id_hogar,departamento,area,sexo,edad,ocupado,ingreso,factor_expansion
246,308,Santander,Rural,H,33,1,1993000.0,254.67
946,4,Valle,Rural,M,25,0,,342.06
776,209,Bogota,Urbana,M,39,1,1535000.0,164.9
427,263,Bogota,Urbana,H,71,0,,432.54
150,242,Bogota,Rural,M,66,0,,318.24
227,26,Narino,Urbana,M,62,1,1341000.0,163.51
866,106,Bogota,Urbana,H,10,,,388.58
968,386,Antioquia,Rural,M,59,1,1195000.0,313.14
901,155,Antioquia,Rural,M,43,0,,377.22
700,134,Valle,Urbana,M,28,1,1341000.0,247.3
602,351,Valle,Urbana,H,11,,,147.95
218,271,Valle,Urbana,H,45,1,1239000.0,424.75
818,375,Valle,Urbana,M,2,,,302.66
221,10,Antioquia,Urbana,H,79,1,1772000.0,382.14
214,296,Valle,Rural,M,51,0,,150.95
1129,217,Santander,Urbana,M,58,1,1048000.0,460.7
908,346,Antioquia,Urbana,M,25,1,2063000.0,126.23
395,235,Narino,Urbana,H,32,0,,233.87
368,257,Narino,Urbana,H,57,1,2062000.0,161.87
925,155,Santander,Urbana,H,80,0,,397.5
13,264,Santander,Urbana,H,56,0,,167.27
1122,58,Santander,Rural,M,69,0,,259.51
235,177,Antioquia,Urbana,M,72,0,,258.4
696,385,Bogota,Urbana,H,51,1,1481000.0,151.78
1140,279,Antioquia,Urbana,M,53,1,795000.0,121.33
1075,190,Valle,Urbana,M,25,1,1817000.0,172.78
64,318,Narino,Rural,M,8,,,370.59
735,249,Santander,Urbana,M,42,1,5090000.0,433.23
1024,23,Bogota,Urbana,H,24,1,1242000.0,129.98
965,181,Bogota,Urbana,H,60,1,2292000.0,202.93
608,378,Bogota,Urbana,M,68,0,,209.19
14,97,Santander,Urbana,H,3,,,163.44
840,241,Antioquia,Rural,M,18,1,1657000.0,149.15
436,277,Santander,Urbana,H,25,1,3351000.0,244.32
18,295,Santander,Urbana,M,16,1,2281000.0,222.98
765,228,Antioquia,Rural,M,57,1,1190000.0,437.08
349,108,Valle,Urbana,H,89,1,860000.0,140.34
208,336,Narino,Urbana,M,35,1,,412.1
342,230,Valle,Urbana,M,33,0,,163.24
345,315,Bogota,Urbana,H,24,0,,273.2
1088,148,Bogota,Urbana,M,5,,,216.46
1116,331,Narino,Urbana,H,11,,,171.29
552,327,Bogota,Urbana,H,37,1,3309000.0,436.54
599,162,Bogota,Rural,H,14,,,263.78
33,297,Narino,Urbana,H,54,0,,163.31
373,327,Valle,Urbana,M,60,1,1166000.0,420.79
658,25,Valle,Urbana,M,28,0,,183.46
173,287,Valle,Urbana,H,39,1,3079000.0,324.87
1087,218,Bogota,Urbana,M,35,1,1865000.0,311.48
409,299,Valle,Urbana,M,52,1,3045000.0,130.52
1051,214,Valle,Urbana,H,88,0,,231.47
1159,129,Antioquia,Urbana,M,72,1,784000.0,338.73
201,232,Santander,Rural,M,39,1,1342000.0,212.76
861,284,Bogota,Urbana,M,8,,,136.39
1134,45,Narino,Urbana,M,20,1,1065000.0,341.0
1117,123,Valle,Urbana,M,69,0,,373.85
284,53,Valle,Urbana,M,80,0,,458.1
490,236,Valle,Urbana,H,10,,,437.25
1142,37,Antioquia,Rural,M,11,,,184.55
213,377,Bogota,Rural,M,58,0,,271.51
134,232,Narino,Urbana,H,54,1,1731000.0,243.93
61,392,Bogota,Rural,H,85,1,1674000.0,200.8
691,143,Antioquia,Rural,H,47,1,1062000.0,351.58
27,48,Antioquia,Urbana,M,4,,,351.65
101,354,Santander,Rural,H,22,0,,144.83
975,355,Antioquia,Urbana,H,8,,,285.15
777,387,Santander,Urbana,M,80,0,,199.22
789,307,Valle,Urbana,H,69,0,,424.71
521,117,Valle,Rural,M,60,1,1257000.0,231.4
364,333,Valle,Urbana,H,28,1,1115000.0,181.27
310,106,Valle,Urbana,M,25,1,812000.0,232.19
796,324,Antioquia,Urbana,M,78,1,1997000.0,321.36
829,280,Antioquia,Rural,H,42,0,,445.04
545,90,Narino,Urbana,M,27,1,679000.0,161.26
940,241,Antioquia,Urbana,M,36,1,1007000.0,235.94
442,150,Bogota,Urbana,M,9,,,164.47
648,76,Antioquia,Rural,H,8,,,222.45
1004,108,Bogota,Rural,M,5,,,307.22
477,97,Antioquia,Urbana,H,15,0,,297.67
1047,127,Santander,Rural,H,60,0,,214.54
63,277,Valle,Urbana,H,26,1,755000.0,304.95
484,348,Santander,Urbana,H,24,0,,412.21
1027,344,Santander,Urbana,H,10,,,362.0
53,80,Santander,Urbana,H,38,1,3910000.0,376.01
243,335,Valle,Urbana,M,68,1,2041000.0,206.88
36,293,Santander,Urbana,H,81,1,897000.0,244.43
739,283,Bogota,Urbana,M,42,0,,411.61
121,64,Narino,Rural,M,70,0,,364.59
1167,255,Santander,Urbana,M,34,0,,237.55
1020,223,Antioquia,Rural,M,43,1,861000.0,386.05
45,260,Narino,Urbana,M,88,0,,283.52
837,103,Santander,Urbana,H,83,1,683000.0,333.21
77,189,Bogota,Rural,H,69,0,,242.69
369,173,Santander,Urbana,M,12,,,249.54
907,374,Bogota,Urbana,M,40,0,,450.9
268,44,Antioquia,Urbana,M,84,1,1858000.0,136.32
729,161,Bogota,Urbana,M,38,0,,454.69
445,171,Bogota,Urbana,H,6,,,323.54
504,186,Bogota,Urbana,H,10,,,149.03
1058,396,Valle,Rural,M,45,1,900000.0,253.3
1034,10,Narino,Rural,H,62,0,,402.99
286,251,Antioquia,Urbana,H,55,0,,321.55
296,238,Bogota,Urbana,H,88,0,,130.24
626,131,Bogota,Rural,M,3,,,145.22
278,371,Bogota,Urbana,M,3,,,211.42
1160,24,Antioquia,Urbana,M,0,,,467.68
485,370,Valle,Urbana,H,2,,,338.21
183,183,Bogota,Urbana,M,55,0,,358.63
971,117,Valle,Urbana,M,54,0,,129.58
1187,80,Narino,Urbana,H,27,0,,230.77
685,379,Valle,Urbana,M,55,0,,318.81
1197,225,Valle,Urbana,M,60,0,,346.03
37,138,Narino,Urbana,M,84,0,,152.65
3,283,Santander,Rural,H,36,0,,296.03
755,286,Valle,Urbana,H,6,,,451.96
509,38,Antioquia,Urbana,H,46,1,1406000.0,124.56
498,137,Bogota,Rural,H,41,0,,363.87
309,171,Valle,Urbana,H,18,1,2592000.0,175.31
142,94,Bogota,Urbana,M,71,0,,265.72
865,166,Narino,Urbana,M,17,0,,134.78
184,10,Antioquia,Urbana,H,37,1,1018000.0,418.3
1179,359,Antioquia,Rural,M,57,1,3166000.0,422.29
1011,369,Valle,Rural,M,58,0,,302.14
913,129,Santander,Urbana,M,45,1,3014000.0,344.05
849,82,Bogota,Urbana,M,28,0,,452.6
512,290,Narino,Urbana,H,79,0,,450.24
732,229,Santander,Urbana,M,4,,,391.71
997,195,Bogota,Rural,H,54,1,1729000.0,274.65
888,355,Antioquia,Urbana,M,20,0,,406.12
118,90,Antioquia,Urbana,H,27,1,652000.0,362.3
1026,16,Antioquia,Rural,M,50,0,,447.07
114,384,Narino,Urbana,M,20,1,1636000.0,141.96
546,140,Bogota,Urbana,M,85,0,,165.3
166,268,Valle,Rural,H,89,1,,128.02
185,105,Bogota,Urbana,M,72,1,1152000.0,461.29
275,138,Santander,Rural,H,10,,,454.91
1002,62,Narino,Urbana,M,86,1,2429000.0,479.34
705,169,Narino,Rural,M,56,0,,442.53
1025,19,Bogota,Rural,H,49,1,1142000.0,200.8
384,344,Antioquia,Urbana,H,56,0,,310.27
562,51,Antioquia,Urbana,H,39,1,1970000.0,435.82
863,39,Bogota,Rural,M,57,0,,140.6
1045,46,Bogota,Urbana,H,33,1,1065000.0,275.82
177,224,Bogota,Rural,M,42,0,,207.97
380,249,Antioquia,Urbana,M,72,1,835000.0,472.63
1017,307,Narino,Urbana,M,72,1,1016000.0,304.91
520,225,Santander,Urbana,H,38,1,2381000.0,159.7
831,357,Santander,Urbana,M,43,1,1028000.0,456.29
508,287,Bogota,Rural,H,35,0,,210.55
1177,90,Valle,Urbana,H,55,1,1085000.0,408.38
414,89,Bogota,Urbana,H,65,1,2738000.0,450.15
623,37,Santander,Urbana,M,62,0,,346.59
873,79,Valle,Urbana,H,14,,,326.03
859,47,Bogota,Urbana,H,61,1,1625000.0,396.54
642,164,Bogota,Urbana,M,35,1,1500000.0,444.13
259,327,Bogota,Urbana,M,67,1,1247000.0,465.19
835,182,Bogota,Urbana,H,79,1,905000.0,420.57
663,321,Valle,Urbana,H,13,,,138.56
338,95,Bogota,Rural,M,30,1,1656000.0,137.74
399,357,Bogota,Rural,M,39,0,,352.87
606,32,Antioquia,Rural,H,19,1,566000.0,394.46
481,184,Antioquia,Urbana,M,11,,,216.53
1144,236,Santander,Urbana,M,42,0,,453.19
918,175,Bogota,Urbana,H,81,0,,280.28
1018,343,Santander,Urbana,M,25,1,878000.0,352.18
876,39,Valle,Urbana,M,20,0,,351.03
660,232,Antioquia,Urbana,H,16,0,,262.03
1022,356,Antioquia,Urbana,H,54,0,,181.66
790,116,Narino,Rural,M,22,0,,448.08
257,312,Valle,Urbana,M,84,0,,165.92
969,329,Santander,Urbana,H,5,,,375.88
953,266,Antioquia,Urbana,M,42,1,2919000.0,204.22
